PatientID	Preprocessing step	Dataset	NN-Architecture (nn-Unet, UNETR)	Epoch	Label (WT, ET, TC, GTV)	Dice	Hausdorff	Surface Dice 1mm
Patient_1000314	1_reg	bgpd	nn_unet	100	WT	0.258	47.956	0.138
Patient_102117	1_reg	bgpd	nn_unet	100	WT	0.132	42.159	0.082
Patient_103717	1_reg	bgpd	nn_unet	100	WT	0.141	115.366	0.092
Patient_104514	1_reg	bgpd	nn_unet	100	WT	0.219	34.34	0.079
Patient_109414	1_reg	bgpd	nn_unet	100	WT	0.247	66.288	0.188
Patient_110014	1_reg	bgpd	nn_unet	100	WT	0.05	42	0.038
Patient_110816	1_reg	bgpd	nn_unet	100	WT	0.239	24.025	0.218
Patient_120115	1_reg	bgpd	nn_unet	100	WT	0.326	45.874	0.178
Patient_12214	1_reg	bgpd	nn_unet	100	WT	0.144	43.424	0.017
Patient_123816	1_reg	bgpd	nn_unet	100	WT	0.233	38.227	0.22
Patient_129816	1_reg	bgpd	nn_unet	100	WT	0.239	48	0.14
Patient_135915	1_reg	bgpd	nn_unet	100	WT	0.238	30	0.189
Patient_137315	1_reg	bgpd	nn_unet	100	WT	0.222	30	0.223
Patient_138316	1_reg	bgpd	nn_unet	100	WT	0.658	38.299	0.07
Patient_138516	1_reg	bgpd	nn_unet	100	WT	0.178	76.893	0.21
Patient_15215	1_reg	bgpd	nn_unet	100	WT	0.177	22	0.264
Patient_20717	1_reg	bgpd	nn_unet	100	WT	0.315	60.686	0.17
Patient_28514	1_reg	bgpd	nn_unet	100	WT	0.226	30.193	0.254
Patient_2914	1_reg	bgpd	nn_unet	100	WT	0.261	35.874	0.092
Patient_33217	1_reg	bgpd	nn_unet	100	WT	0.352	20.648	0.257
Patient_51815	1_reg	bgpd	nn_unet	100	WT	0.408	76.034	0.224
Patient_54317	1_reg	bgpd	nn_unet	100	WT	0.168	36.002	0.016
Patient_59817	1_reg	bgpd	nn_unet	100	WT	0.044	36	0.158
Patient_62315	1_reg	bgpd	nn_unet	100	WT	0.298	20.171	0.272
Patient_62817	1_reg	bgpd	nn_unet	100	WT	0.171	38.557	0.171
Patient_65516	1_reg	bgpd	nn_unet	100	WT	0.251	36	0.117
Patient_74417	1_reg	bgpd	nn_unet	100	WT	0.368	55.16	0.181
Patient_75116	1_reg	bgpd	nn_unet	100	WT	0	54	0
Patient_89117	1_reg	bgpd	nn_unet	100	WT	0.733	12.86	0.296
Patient_92114	1_reg	bgpd	nn_unet	100	WT	0	61.78	0.024
Patient_9315	1_reg	bgpd	nn_unet	100	WT	0.211	52.422	0.156
Patient_95717	1_reg	bgpd	nn_unet	100	WT	0.26	24.779	0.183
Patient_98817	1_reg	bgpd	nn_unet	100	WT	0.143	48.908	0.193
1019_18	1_reg	bgpd	nn_unet	100	WT	0.481	22.7	0.123
1034_18_4	1_reg	bgpd	nn_unet	100	WT	0.9	4.898	0.591
1056_18_4	1_reg	bgpd	nn_unet	100	WT	0.803	66.387	0.444
1096_18	1_reg	bgpd	nn_unet	100	WT	0.221	41.91	0.165
1112_19_4	1_reg	bgpd	nn_unet	100	WT	0.088	76.683	0.037
1214_18	1_reg	bgpd	nn_unet	100	WT	0.792	129.387	0.302
1255_18	1_reg	bgpd	nn_unet	100	WT	0.044	47.035	0.086
1267_18_4	1_reg	bgpd	nn_unet	100	WT	0.763	11.71	0.362
1275_19_4	1_reg	bgpd	nn_unet	100	WT	0.26	131.082	0.185
1333_18	1_reg	bgpd	nn_unet	100	WT	0.817	120.473	0.462
1354_18_4	1_reg	bgpd	nn_unet	100	WT	0	63.19	0
1421_18	1_reg	bgpd	nn_unet	100	WT	0.219	30	0.244
1470_18_4	1_reg	bgpd	nn_unet	100	WT	0.509	42.083	0.105
1541_18_4	1_reg	bgpd	nn_unet	100	WT	0.772	9.254	0.326
1635_18	1_reg	bgpd	nn_unet	100	WT	0.553	14.087	0.188
1702_18	1_reg	bgpd	nn_unet	100	WT	0	inf	0
1733_18	1_reg	bgpd	nn_unet	100	WT	0.497	50.95	0.327
1734_18	1_reg	bgpd	nn_unet	100	WT	0.789	114.57	0.347
1746_18_4	1_reg	bgpd	nn_unet	100	WT	0.892	3.316	0.408
1764_18_4	1_reg	bgpd	nn_unet	100	WT	0.834	7.912	0.319
255_18	1_reg	bgpd	nn_unet	100	WT	0.597	75.642	0.253
322_18_4	1_reg	bgpd	nn_unet	100	WT	0.868	17.334	0.492
351_18	1_reg	bgpd	nn_unet	100	WT	0.344	30.8	0.197
541_18	1_reg	bgpd	nn_unet	100	WT	0	52.805	0
558_18_4	1_reg	bgpd	nn_unet	100	WT	0.316	26.5	0.203
575_18_4	1_reg	bgpd	nn_unet	100	WT	0.257	10.03	0.099
593_18	1_reg	bgpd	nn_unet	100	WT	0.664	48.159	0.3
644_19_4	1_reg	bgpd	nn_unet	100	WT	0.053	28.593	0.206
664_18_4	1_reg	bgpd	nn_unet	100	WT	0.735	153.624	0.406
688_18	1_reg	bgpd	nn_unet	100	WT	0.856	3.868	0.495
745_18_4	1_reg	bgpd	nn_unet	100	WT	0.389	76.637	0.164
770_18	1_reg	bgpd	nn_unet	100	WT	0	45	0.025
875_18_4	1_reg	bgpd	nn_unet	100	WT	0.922	3.732	0.328
925_18_4	1_reg	bgpd	nn_unet	100	WT	0.793	85.34	0.382
946_18	1_reg	bgpd	nn_unet	100	WT	0.514	59.007	0.211
971_18_4	1_reg	bgpd	nn_unet	100	WT	0.226	79.471	0.309
Patient_1000815	1_reg	bgpd	nn_unet	100	WT	0.272	36	0.205
Patient_105215	1_reg	bgpd	nn_unet	100	WT	0.163	37.792	0.121
Patient_12115	1_reg	bgpd	nn_unet	100	WT	0	inf	0
Patient_129316	1_reg	bgpd	nn_unet	100	WT	0.211	48.001	0.121
Patient_129415	1_reg	bgpd	nn_unet	100	WT	0.134	42	0.047
Patient_130514	1_reg	bgpd	nn_unet	100	WT	0.365	52.666	0.231
Patient_136415	1_reg	bgpd	nn_unet	100	WT	0.262	18.018	0.168
Patient_158716	1_reg	bgpd	nn_unet	100	WT	0.563	67.843	0.26
Patient_161316	1_reg	bgpd	nn_unet	100	WT	0.226	47.93	0.206
Patient_24117	1_reg	bgpd	nn_unet	100	WT	0.257	29.999	0.31
Patient_24815	1_reg	bgpd	nn_unet	100	WT	0.126	32.682	0.203
Patient_45217	1_reg	bgpd	nn_unet	100	WT	0.151	52.974	0.266
Patient_5117	1_reg	bgpd	nn_unet	100	WT	0.174	27.46	0.184
Patient_56717	1_reg	bgpd	nn_unet	100	WT	0.175	51.604	0.137
Patient_59315	1_reg	bgpd	nn_unet	100	WT	0.328	21.918	0.226
Patient_61715	1_reg	bgpd	nn_unet	100	WT	0.222	33	0.216
Patient_61916	1_reg	bgpd	nn_unet	100	WT	0.222	46.376	0.229
Patient_66615	1_reg	bgpd	nn_unet	100	WT	0.313	30	0.196
Patient_69515	1_reg	bgpd	nn_unet	100	WT	0.073	54	0.124
Patient_70614	1_reg	bgpd	nn_unet	100	WT	0.185	36	0.346
Patient_76516	1_reg	bgpd	nn_unet	100	WT	0.16	45.5	0.224
Patient_83714	1_reg	bgpd	nn_unet	100	WT	0.222	24	0.072
Patient_98814	1_reg	bgpd	nn_unet	100	WT	0.243	30	0.111
1028_18_4	1_reg	bgpd	nn_unet	100	WT	0.244	32.5	0.272
1043_18_4	1_reg	bgpd	nn_unet	100	WT	0.881	5.42	0.583
1072_19	1_reg	bgpd	nn_unet	100	WT	0.814	69.441	0.501
1164_18	1_reg	bgpd	nn_unet	100	WT	0.745	84.015	0.489
1170_18_4	1_reg	bgpd	nn_unet	100	WT	0.649	189.241	0.254
1185_18_4	1_reg	bgpd	nn_unet	100	WT	0.731	37.979	0.328
1302_18_4	1_reg	bgpd	nn_unet	100	WT	0.072	46.53	0.037
1357_19_4	1_reg	bgpd	nn_unet	100	WT	0.829	6.591	0.446
1463_18_4	1_reg	bgpd	nn_unet	100	WT	0.889	5.283	0.416
1501_18_4	1_reg	bgpd	nn_unet	100	WT	0	44.005	0.031
1539_18	1_reg	bgpd	nn_unet	100	WT	0.035	28.165	0.009
1546_18	1_reg	bgpd	nn_unet	100	WT	0.334	226.664	0.136
1685_18_4	1_reg	bgpd	nn_unet	100	WT	0.092	33	0.08
1770_18_4	1_reg	bgpd	nn_unet	100	WT	0.258	40.333	0.244
349_18_4	1_reg	bgpd	nn_unet	100	WT	0.649	21.257	0.174
573_18_4	1_reg	bgpd	nn_unet	100	WT	0.597	12.193	0.206
668_18_4	1_reg	bgpd	nn_unet	100	WT	0.866	4.796	0.265
705_18_4	1_reg	bgpd	nn_unet	100	WT	0.603	101.476	0.114
746_19_4	1_reg	bgpd	nn_unet	100	WT	0.641	192.761	0.244
826_18_4	1_reg	bgpd	nn_unet	100	WT	0.515	179.007	0.077
856_19_4	1_reg	bgpd	nn_unet	100	WT	0.348	167.719	0.177
923_18	1_reg	bgpd	nn_unet	100	WT	0.854	4.415	0.515
979_18_4	1_reg	bgpd	nn_unet	100	WT	0.806	130.02	0.454
990_18_4	1_reg	bgpd	nn_unet	100	WT	0.282	24.011	0.292
Patient_1001316	1_reg	bgpd	nn_unet	100	WT	0.259	53.184	0.193
Patient_107017	1_reg	bgpd	nn_unet	100	WT	0.776	37.5	0.276
Patient_109017	1_reg	bgpd	nn_unet	100	WT	0.172	30.106	0.029
Patient_111016	1_reg	bgpd	nn_unet	100	WT	0.005	78.043	0.068
Patient_122315	1_reg	bgpd	nn_unet	100	WT	0.196	39.365	0.134
Patient_12417	1_reg	bgpd	nn_unet	100	WT	0	71.281	0.067
Patient_127916	1_reg	bgpd	nn_unet	100	WT	0.05	36.044	0.198
Patient_131416	1_reg	bgpd	nn_unet	100	WT	0.186	59.246	0.049
Patient_132216	1_reg	bgpd	nn_unet	100	WT	0	48.037	0.09
Patient_133916	1_reg	bgpd	nn_unet	100	WT	0.107	30.498	0.146
Patient_136715	1_reg	bgpd	nn_unet	100	WT	0.311	35.628	0.183
Patient_136915	1_reg	bgpd	nn_unet	100	WT	0.302	24.179	0.156
Patient_140316	1_reg	bgpd	nn_unet	100	WT	0.159	30.029	0.265
Patient_146716	1_reg	bgpd	nn_unet	100	WT	0.254	38.959	0.243
Patient_15817	1_reg	bgpd	nn_unet	100	WT	0.274	26.411	0.195
Patient_1815	1_reg	bgpd	nn_unet	100	WT	0	81.363	0
Patient_22117	1_reg	bgpd	nn_unet	100	WT	0.254	27.5	0.165
Patient_24717	1_reg	bgpd	nn_unet	100	WT	0	inf	0
Patient_43316	1_reg	bgpd	nn_unet	100	WT	0	63.254	0.023
Patient_43515	1_reg	bgpd	nn_unet	100	WT	0	59.778	0
Patient_48417	1_reg	bgpd	nn_unet	100	WT	0.362	74.664	0.162
Patient_48517	1_reg	bgpd	nn_unet	100	WT	0.072	54.751	0.148
Patient_49617	1_reg	bgpd	nn_unet	100	WT	0.276	66.986	0.186
Patient_52315	1_reg	bgpd	nn_unet	100	WT	0.164	25.049	0.005
Patient_716	1_reg	bgpd	nn_unet	100	WT	0.233	32.422	0.152
Patient_72715	1_reg	bgpd	nn_unet	100	WT	0.126	43.325	0.127
Patient_8017	1_reg	bgpd	nn_unet	100	WT	0.239	26.4	0.128
Patient_83217	1_reg	bgpd	nn_unet	100	WT	0.191	42	0.312
Patient_84116	1_reg	bgpd	nn_unet	100	WT	0.036	48.194	0.154
Patient_87114	1_reg	bgpd	nn_unet	100	WT	0	inf	0
Patient_88817	1_reg	bgpd	nn_unet	100	WT	0.175	26.836	0.076
Patient_88917	1_reg	bgpd	nn_unet	100	WT	0.07	105.251	0.173
Patient_90517	1_reg	bgpd	nn_unet	100	WT	0.158	35.2	0.217
Patient_90616	1_reg	bgpd	nn_unet	100	WT	0.2	61.567	0.157
Patient_99715	1_reg	bgpd	nn_unet	100	WT	0.216	62.81	0.175
1029_18_4	2a_interp	bgpd	nn_unet	100	WT	0.758	9.372	0.364
1036_18	2a_interp	bgpd	nn_unet	100	WT	0.917	3.441	0.558
1159_18_4	2a_interp	bgpd	nn_unet	100	WT	0.881	7.23	0.519
1184_18	2a_interp	bgpd	nn_unet	100	WT	0.558	62.841	0.33
1216_18	2a_interp	bgpd	nn_unet	100	WT	0.758	16.936	0.504
1254_18	2a_interp	bgpd	nn_unet	100	WT	0.828	6.982	0.571
1257_18	2a_interp	bgpd	nn_unet	100	WT	0.779	166.251	0.311
1258_18	2a_interp	bgpd	nn_unet	100	WT	0.917	2.758	0.41
1326_18	2a_interp	bgpd	nn_unet	100	WT	0.83	5.875	0.164
1360_18	2a_interp	bgpd	nn_unet	100	WT	0.834	8.392	0.335
1484_18_4	2a_interp	bgpd	nn_unet	100	WT	0.361	48.611	0.151
1515_18_4	2a_interp	bgpd	nn_unet	100	WT	0.709	70.14	0.46
1566_18	2a_interp	bgpd	nn_unet	100	WT	0.582	7.32	0.279
1573_18_4	2a_interp	bgpd	nn_unet	100	WT	0.734	17.403	0.421
1646_18	2a_interp	bgpd	nn_unet	100	WT	0.433	59.032	0.167
1744_18	2a_interp	bgpd	nn_unet	100	WT	0.823	8.185	0.269
1765_18_4	2a_interp	bgpd	nn_unet	100	WT	0.838	134.339	0.399
1769_18	2a_interp	bgpd	nn_unet	100	WT	0.904	2.479	0.649
1781_18	2a_interp	bgpd	nn_unet	100	WT	0.86	3.576	0.517
1788_18_4	2a_interp	bgpd	nn_unet	100	WT	0.509	24.166	0.117
1795_18_	2a_interp	bgpd	nn_unet	100	WT	0.783	15.239	0.444
423_18	2a_interp	bgpd	nn_unet	100	WT	0.893	5.535	0.655
607_18	2a_interp	bgpd	nn_unet	100	WT	0.693	15.167	0.368
608_18_4	2a_interp	bgpd	nn_unet	100	WT	0.81	9	0.502
660_18_4	2a_interp	bgpd	nn_unet	100	WT	0.802	9.493	0.332
672_18_4	2a_interp	bgpd	nn_unet	100	WT	0.618	11.769	0.29
788_18	2a_interp	bgpd	nn_unet	100	WT	0.912	2.641	0.582
Patient_1000314	2a_interp	bgpd	nn_unet	100	WT	0.804	16.575	0.424
Patient_102117	2a_interp	bgpd	nn_unet	100	WT	0.731	11.539	0.385
Patient_103717	2a_interp	bgpd	nn_unet	100	WT	0.716	6.286	0.433
Patient_104514	2a_interp	bgpd	nn_unet	100	WT	0.772	9.196	0.307
Patient_109414	2a_interp	bgpd	nn_unet	100	WT	0.888	5.799	0.665
Patient_110014	2a_interp	bgpd	nn_unet	100	WT	0.497	13.465	0.228
Patient_110816	2a_interp	bgpd	nn_unet	100	WT	0.83	5.781	0.542
Patient_120115	2a_interp	bgpd	nn_unet	100	WT	0.811	46.465	0.436
Patient_12214	2a_interp	bgpd	nn_unet	100	WT	0.529	40.27	0.152
Patient_123816	2a_interp	bgpd	nn_unet	100	WT	0.895	3.75	0.756
Patient_129816	2a_interp	bgpd	nn_unet	100	WT	0.496	44.214	0.108
Patient_135915	2a_interp	bgpd	nn_unet	100	WT	0.823	6.509	0.518
Patient_137315	2a_interp	bgpd	nn_unet	100	WT	0.849	6	0.585
Patient_138316	2a_interp	bgpd	nn_unet	100	WT	0.666	14.04	0.066
Patient_138516	2a_interp	bgpd	nn_unet	100	WT	0.764	40.632	0.612
Patient_15215	2a_interp	bgpd	nn_unet	100	WT	0.69	5.573	0.326
Patient_20717	2a_interp	bgpd	nn_unet	100	WT	0.882	5.799	0.59
Patient_28514	2a_interp	bgpd	nn_unet	100	WT	0.808	6.805	0.445
Patient_2914	2a_interp	bgpd	nn_unet	100	WT	0.839	6.445	0.484
Patient_33217	2a_interp	bgpd	nn_unet	100	WT	0.743	11.757	0.475
Patient_51815	2a_interp	bgpd	nn_unet	100	WT	0.62	77.362	0.285
Patient_54317	2a_interp	bgpd	nn_unet	100	WT	0.668	14.584	0.175
Patient_59817	2a_interp	bgpd	nn_unet	100	WT	0.376	24.448	0.062
Patient_62315	2a_interp	bgpd	nn_unet	100	WT	0.839	6.037	0.616
Patient_62817	2a_interp	bgpd	nn_unet	100	WT	0.693	18.025	0.411
Patient_65516	2a_interp	bgpd	nn_unet	100	WT	0.799	7.97	0.393
Patient_74417	2a_interp	bgpd	nn_unet	100	WT	0.875	4.617	0.774
Patient_75116	2a_interp	bgpd	nn_unet	100	WT	0.796	6.29	0.4
Patient_89117	2a_interp	bgpd	nn_unet	100	WT	0.696	91.692	0.248
Patient_92114	2a_interp	bgpd	nn_unet	100	WT	0.867	4.568	0.635
Patient_9315	2a_interp	bgpd	nn_unet	100	WT	0.703	8.552	0.438
Patient_95717	2a_interp	bgpd	nn_unet	100	WT	0.879	5.157	0.646
Patient_98817	2a_interp	bgpd	nn_unet	100	WT	0.777	12	0.352
1019_18	2a_interp	bgpd	nn_unet	100	WT	0.609	18.064	0.17
1034_18_4	2a_interp	bgpd	nn_unet	100	WT	0.864	93.027	0.429
1056_18_4	2a_interp	bgpd	nn_unet	100	WT	0.796	147.054	0.411
1096_18	2a_interp	bgpd	nn_unet	100	WT	0.524	46.857	0.223
1112_19_4	2a_interp	bgpd	nn_unet	100	WT	0.303	19.487	0.204
1214_18	2a_interp	bgpd	nn_unet	100	WT	0.848	4.814	0.334
1255_18	2a_interp	bgpd	nn_unet	100	WT	0.852	6.643	0.614
1267_18_4	2a_interp	bgpd	nn_unet	100	WT	0.821	9.206	0.353
1275_19_4	2a_interp	bgpd	nn_unet	100	WT	0.118	131.729	0.075
1333_18	2a_interp	bgpd	nn_unet	100	WT	0.81	6.558	0.329
1354_18_4	2a_interp	bgpd	nn_unet	100	WT	0.378	33.455	0.285
1421_18	2a_interp	bgpd	nn_unet	100	WT	0.85	6	0.644
1470_18_4	2a_interp	bgpd	nn_unet	100	WT	0.68	13.097	0.253
1541_18_4	2a_interp	bgpd	nn_unet	100	WT	0.854	6.844	0.484
1635_18	2a_interp	bgpd	nn_unet	100	WT	0.821	6.277	0.407
1702_18	2a_interp	bgpd	nn_unet	100	WT	0.818	6.5	0.764
1733_18	2a_interp	bgpd	nn_unet	100	WT	0.58	10.823	0.368
1734_18	2a_interp	bgpd	nn_unet	100	WT	0.892	4.98	0.388
1746_18_4	2a_interp	bgpd	nn_unet	100	WT	0.872	3.15	0.303
1764_18_4	2a_interp	bgpd	nn_unet	100	WT	0.868	5.176	0.277
255_18	2a_interp	bgpd	nn_unet	100	WT	0.829	5	0.481
322_18_4	2a_interp	bgpd	nn_unet	100	WT	0.863	13.151	0.371
351_18	2a_interp	bgpd	nn_unet	100	WT	0.878	4.4	0.644
541_18	2a_interp	bgpd	nn_unet	100	WT	0.764	6.499	0.578
558_18_4	2a_interp	bgpd	nn_unet	100	WT	0.906	3.267	0.685
575_18_4	2a_interp	bgpd	nn_unet	100	WT	0	78.997	0
593_18	2a_interp	bgpd	nn_unet	100	WT	0.774	5.343	0.217
644_19_4	2a_interp	bgpd	nn_unet	100	WT	0.679	8.714	0.278
664_18_4	2a_interp	bgpd	nn_unet	100	WT	0.828	5.999	0.425
688_18	2a_interp	bgpd	nn_unet	100	WT	0.668	25.314	0.09
745_18_4	2a_interp	bgpd	nn_unet	100	WT	0.744	12.554	0.351
770_18	2a_interp	bgpd	nn_unet	100	WT	0.816	73.769	0.566
875_18_4	2a_interp	bgpd	nn_unet	100	WT	0.932	3.603	0.364
925_18_4	2a_interp	bgpd	nn_unet	100	WT	0.856	112.41	0.424
946_18	2a_interp	bgpd	nn_unet	100	WT	0.848	6.319	0.354
971_18_4	2a_interp	bgpd	nn_unet	100	WT	0.906	3.145	0.728
Patient_1000815	2a_interp	bgpd	nn_unet	100	WT	0.88	6	0.672
Patient_105215	2a_interp	bgpd	nn_unet	100	WT	0.148	40.226	0.091
Patient_12115	2a_interp	bgpd	nn_unet	100	WT	0	64.943	0
Patient_129316	2a_interp	bgpd	nn_unet	100	WT	0.765	9.708	0.271
Patient_129415	2a_interp	bgpd	nn_unet	100	WT	0.609	14.413	0.251
Patient_130514	2a_interp	bgpd	nn_unet	100	WT	0.778	58.956	0.429
Patient_136415	2a_interp	bgpd	nn_unet	100	WT	0.686	78.292	0.443
Patient_158716	2a_interp	bgpd	nn_unet	100	WT	0.692	8.955	0.289
Patient_161316	2a_interp	bgpd	nn_unet	100	WT	0.841	6.693	0.646
Patient_24117	2a_interp	bgpd	nn_unet	100	WT	0.912	2.525	0.756
Patient_24815	2a_interp	bgpd	nn_unet	100	WT	0.839	6	0.545
Patient_45217	2a_interp	bgpd	nn_unet	100	WT	0.824	7.686	0.547
Patient_5117	2a_interp	bgpd	nn_unet	100	WT	0.742	15.505	0.536
Patient_56717	2a_interp	bgpd	nn_unet	100	WT	0.541	65.895	0.232
Patient_59315	2a_interp	bgpd	nn_unet	100	WT	0.715	10.786	0.317
Patient_61715	2a_interp	bgpd	nn_unet	100	WT	0.693	80.248	0.393
Patient_61916	2a_interp	bgpd	nn_unet	100	WT	0.784	70.145	0.457
Patient_66615	2a_interp	bgpd	nn_unet	100	WT	0.862	5.799	0.601
Patient_69515	2a_interp	bgpd	nn_unet	100	WT	0.676	12	0.263
Patient_70614	2a_interp	bgpd	nn_unet	100	WT	0.879	6	0.684
Patient_76516	2a_interp	bgpd	nn_unet	100	WT	0.891	4.688	0.623
Patient_83714	2a_interp	bgpd	nn_unet	100	WT	0.883	5.93	0.704
Patient_98814	2a_interp	bgpd	nn_unet	100	WT	0.744	10.045	0.237
1028_18_4	2a_interp	bgpd	nn_unet	100	WT	0.909	4.688	0.762
1043_18_4	2a_interp	bgpd	nn_unet	100	WT	0.91	3.77	0.653
1072_19	2a_interp	bgpd	nn_unet	100	WT	0.758	9.215	0.331
1164_18	2a_interp	bgpd	nn_unet	100	WT	0.915	2.265	0.729
1170_18_4	2a_interp	bgpd	nn_unet	100	WT	0.731	7.949	0.302
1185_18_4	2a_interp	bgpd	nn_unet	100	WT	0.809	25.315	0.441
1302_18_4	2a_interp	bgpd	nn_unet	100	WT	0.299	42.683	0.033
1357_19_4	2a_interp	bgpd	nn_unet	100	WT	0.815	8.256	0.439
1463_18_4	2a_interp	bgpd	nn_unet	100	WT	0.907	127.594	0.451
1501_18_4	2a_interp	bgpd	nn_unet	100	WT	0.87	35.445	0.736
1539_18	2a_interp	bgpd	nn_unet	100	WT	0.697	12.815	0.169
1546_18	2a_interp	bgpd	nn_unet	100	WT	0.875	4.111	0.529
1685_18_4	2a_interp	bgpd	nn_unet	100	WT	0.635	12.079	0.222
1770_18_4	2a_interp	bgpd	nn_unet	100	WT	0.843	13.662	0.654
349_18_4	2a_interp	bgpd	nn_unet	100	WT	0.916	4.701	0.491
573_18_4	2a_interp	bgpd	nn_unet	100	WT	0.873	5.628	0.45
668_18_4	2a_interp	bgpd	nn_unet	100	WT	0.84	48.411	0.32
705_18_4	2a_interp	bgpd	nn_unet	100	WT	0.625	15.858	0.134
746_19_4	2a_interp	bgpd	nn_unet	100	WT	0.856	4.033	0.343
826_18_4	2a_interp	bgpd	nn_unet	100	WT	0.823	179.754	0.233
856_19_4	2a_interp	bgpd	nn_unet	100	WT	0.82	8.816	0.474
923_18	2a_interp	bgpd	nn_unet	100	WT	0.775	9.3	0.424
979_18_4	2a_interp	bgpd	nn_unet	100	WT	0.824	6.391	0.477
990_18_4	2a_interp	bgpd	nn_unet	100	WT	0.809	7.115	0.65
Patient_1001316	2a_interp	bgpd	nn_unet	100	WT	0.879	8.679	0.631
Patient_107017	2a_interp	bgpd	nn_unet	100	WT	0.791	6.61	0.268
Patient_109017	2a_interp	bgpd	nn_unet	100	WT	0.689	14.064	0.193
Patient_111016	2a_interp	bgpd	nn_unet	100	WT	0.531	12.153	0.272
Patient_122315	2a_interp	bgpd	nn_unet	100	WT	0.771	7.842	0.29
Patient_12417	2a_interp	bgpd	nn_unet	100	WT	0.864	4.005	0.667
Patient_127916	2a_interp	bgpd	nn_unet	100	WT	0.582	13.387	0.33
Patient_131416	2a_interp	bgpd	nn_unet	100	WT	0.005	56.46	0.02
Patient_132216	2a_interp	bgpd	nn_unet	100	WT	0.612	118.528	0.321
Patient_133916	2a_interp	bgpd	nn_unet	100	WT	0.454	20.573	0.32
Patient_136715	2a_interp	bgpd	nn_unet	100	WT	0.812	8.09	0.444
Patient_136915	2a_interp	bgpd	nn_unet	100	WT	0.803	5.834	0.53
Patient_140316	2a_interp	bgpd	nn_unet	100	WT	0.758	6.145	0.426
Patient_146716	2a_interp	bgpd	nn_unet	100	WT	0.762	6.988	0.479
Patient_15817	2a_interp	bgpd	nn_unet	100	WT	0.804	6.408	0.49
Patient_1815	2a_interp	bgpd	nn_unet	100	WT	0.623	61.927	0.334
Patient_22117	2a_interp	bgpd	nn_unet	100	WT	0.603	23.488	0.384
Patient_24717	2a_interp	bgpd	nn_unet	100	WT	0	34.426	0.002
Patient_43316	2a_interp	bgpd	nn_unet	100	WT	0.797	6	0.635
Patient_43515	2a_interp	bgpd	nn_unet	100	WT	0.653	49.87	0.357
Patient_48417	2a_interp	bgpd	nn_unet	100	WT	0.817	6	0.517
Patient_48517	2a_interp	bgpd	nn_unet	100	WT	0.781	9.312	0.434
Patient_49617	2a_interp	bgpd	nn_unet	100	WT	0.849	6.855	0.566
Patient_52315	2a_interp	bgpd	nn_unet	100	WT	0.629	16.477	0.221
Patient_716	2a_interp	bgpd	nn_unet	100	WT	0.774	12.425	0.55
Patient_72715	2a_interp	bgpd	nn_unet	100	WT	0.409	55.939	0.258
Patient_8017	2a_interp	bgpd	nn_unet	100	WT	0.878	7.906	0.716
Patient_83217	2a_interp	bgpd	nn_unet	100	WT	0.887	6	0.607
Patient_84116	2a_interp	bgpd	nn_unet	100	WT	0.751	7.967	0.475
